id,instance,notes,type,status,inputs (#post),outputs (#pre),LAL(L) #post,LAL(L) #pre,#voxels
1633925388,,,,Traced,43,63,43,63,34662072
1634140805,,,,Traced,70,187,23,59,165100349
1634140995,,,,Traced,57,119,14,43,112288703
1634141042,,,,Traced,99,223,11,35,194598990
1634244187,,,,Orphan,44,1,44,1,3487682
1634477964,,,,Traced,214,326,165,94,483018463
1634567775,,,,Traced,400,391,317,265,212569564
1634576959,,,,Traced,140,169,140,169,101613453
1634590120,,,,Traced,109,16,109,16,25749137
1634607219,,,,Traced,80,136,62,115,120549201
1634611419,,,,Traced,43,185,43,185,110329439
1634615326,,,,Traced,5,10,5,10,7446884
1634909227,,,,Orphan,47,8,30,5,13069509
1634931446,,,,Traced,204,63,131,51,125495672
1634940161,,,,Traced,86,30,80,23,40312181
1634943128,,,,Traced,26,8,24,3,12784745
1634948735,,,,Traced,26,4,26,4,13110012
1634956075,,,,Traced,3,2,3,2,1424495
1635272386,,,,Traced,21,46,21,46,36733309
1635272570,,,,Orphan,13,8,13,8,5975369
1635276161,,,,Orphan,2,3,2,3,2166463
1635284578,,,,Traced,31,113,31,113,74747535
1635297217,,,,Traced,1,5,1,5,2740373
1635298347,,,,Traced,3,2,3,2,805199
1635298481,,,,Traced,2,14,2,14,6384284
1635604397,,,,Orphan,13,1,13,1,472094
1635604527,,,,Traced,57,46,56,44,37380694
1635617174,,,,Traced,181,1,170,1,116529791
1635625689,,,,Traced,38,1,38,1,5872206
1635634195,,,,Traced,7,2,7,2,2156688
1635889014,ORN_DP1m_L,,ORN_DP1m,Traced,583,377,2,1,298147024
1636281360,,,,Orphan,22,1,22,1,1967856
1636295309,,,,Orphan,25,2,25,2,3677890
1636321528,,,,Traced,2,6,2,6,4215282
1636321699,,,,Traced,1,6,1,6,2199719
1636619435,,,,Traced,90,89,65,63,62001022
1636989923,,,,Traced,3,11,3,11,6558446
1636998118,,,,Traced,21,31,17,19,20329085
1636998296,,,,Traced,6,10,6,10,7273104
1637002793,,,,Traced,1,2,1,2,1246758
1637003047,,,,Traced,4,4,4,4,2965081
1637003234,,,,Traced,4,4,4,4,2117899
1637171546,LAL201(SCB023)_R,,LAL201,Traced,4432,631,3,16,2240787872
1637340242,,,,Traced,12,3,12,3,7565538
1637344748,,,,Traced,1,2,1,2,2410129
1637512099,LAL176(PVM03)_L,,LAL176,Traced,928,454,81,4,830466507
1637650180,,,,Traced,15,31,15,23,22172524
1637650742,,,,Orphan,7,21,2,12,12027893
1637659434,,,,Traced,53,88,49,68,57285452
1637844473,LAL153_R,,LAL153,Traced,722,8,2,1,794097266
1637870763,LAL105_R,,LAL105,Traced,897,218,61,51,607606028
1638004448,,,,Traced,42,60,41,51,41502275
1638018225,,,,Traced,5,4,5,4,4079226
1638021978,,,,Orphan,2,3,2,3,2362862
1638022274,,,,Traced,7,6,6,4,4820364
1638354571,,,,Traced,1,16,1,7,7968506
1638354677,,,,Traced,3,5,3,3,3575803
1638354796,,,,Traced,28,11,18,8,15449261
1638354940,,,,Traced,5,3,1,1,7729038
1638354961,,,,Traced,35,2,20,1,12100483
1638355131,,,,Traced,77,62,69,51,38455392
1638366793,,,,Traced,3,6,1,1,1598505
1638366888,,,,Traced,2,2,1,2,673713
1638367081,,,,Traced,6,5,3,2,2829207
1638703529,,,,Traced,1,4,1,1,1935713
1638707711,,,,Traced,2,4,1,3,2209700
1639713840,,,,Traced,1325,264,2,1,448826310
1657551275,LAL156_R,,LAL156,Traced,1909,182,12,32,1918479787
1662577597,,,,Traced,413,108,3,6,262730520
1662900193,(ADM03)_L,,,Traced,132,20,19,2,62393082
1662909341,,,,Traced,22,27,9,12,18914332
1663241255,(ADM03)_L,,,Traced,2,8,2,8,14990431
1663245613,,,,Traced,4,3,4,3,12310122
1663250616,,,,Traced,5,49,5,40,22825055
1663263124,,,,Traced,4,6,1,1,5671838
1663600060,,,,Traced,9,12,8,3,7698700
1663604079,,,,Traced,82,187,76,169,118383564
1663604523,,,,Traced,6,4,5,4,3200370
1663767674,PLP230_R,,PLP230,Traced,3905,16,8,7,2007763749
1664178250,,,,Traced,224,1116,15,39,996810759
1664256204,,,,Traced,809,293,712,251,1146289987
1664269374,,,,Orphan,3,3,3,3,2793417
1664579490,,,,Traced,129,120,92,90,127545331
1664942170,LAL091_R,,LAL091,Traced,375,67,47,67,239302877
1664968210,,,,Traced,41,76,41,76,44351310
1664968245,,,,Traced,22,4,22,4,2998063
1665288471,,,,Traced,63,8,63,8,26309223
1665288507,,,,Traced,78,141,78,141,87686100
1665301210,,,,Traced,28,87,28,87,52103823
1665301746,,,,Traced,9,3,9,3,5570125
1665603847,,,,Orphan,10,6,8,6,5717377
1665607691,,,,Assign,4,2,4,2,597172
1665624652,,,,Orphan,4,4,4,4,2430793
1665637599,,,,Traced,20,2,20,2,7051858
1665638159,,,,Traced,55,1,55,1,30329352
1665646365,,,,Traced,13,61,13,61,34264594
1665949064,,,,Orphan,5,3,5,3,748575
1665949468,,,,Traced,150,5,136,4,40610193
1665961755,,,,Assign,11,1,11,1,2891046
1665974711,,,,Orphan,9,2,9,2,2233214
1665982989,,,,Traced,81,15,81,15,25735250
1665983026,,,,Orphan,3,9,3,9,3072765
1665991999,,,,Traced,69,23,53,15,40700178
1666284800,,,,Orphan,22,5,22,5,7271889
1666294285,,,,Orphan,5,3,5,3,2376758
1666298123,,,,Traced,360,308,245,236,133180839
1666315532,,,,Traced,25,8,25,8,23162201
1666319489,,,,Traced,172,2,171,2,39218317
1666323876,,,,Traced,7,19,7,19,10592983
1666329525,,,,Traced,3,2,3,2,1656642
1666626750,,,,Orphan,6,19,6,19,12725790
1666630658,,,,Orphan,3,2,3,2,549163
1666655909,,,,Assign,2,3,2,3,2106720
1666665751,,,,Traced,67,2,67,2,12280132
1666665985,,,,Traced,2,11,2,11,6951276
1666674053,,,,Traced,162,94,162,94,146178182
1666910636,ORN_DP1m_R,,ORN_DP1m,Traced,572,427,1,3,432419850
1667317177,,,,Orphan,12,2,12,2,1426810
1667317275,,,,Traced,254,90,224,75,76039156
1667330000,,,,Orphan,1,2,1,2,653323
1667338132,,,,Traced,41,1,37,1,15654361
1667351603,,,,Traced,17,9,17,9,6395868
1667352310,,,,Traced,6,2,6,2,3002435
1667355351,,,,Traced,5,9,5,9,5259339
1667356177,,,,Traced,26,6,26,6,4878546
1667670896,,,,Traced,81,181,69,155,128431835
1667688770,,,,Traced,25,32,25,32,20631244
1667693730,,,,Traced,5,5,5,5,2381954
1667696470,,,,Traced,1,6,1,6,2550228
1667697389,,,,Traced,7,5,7,5,2888335
1667697423,,,,Traced,31,15,31,15,12361921
1668020591,,,,Traced,148,37,148,37,39358905
1668033737,,,,Traced,2,2,2,2,1319069
1668378630,,,,Traced,9,7,9,7,4413277
1668379451,,,,Traced,91,91,91,91,53105917
1668529983,,,,Traced,76,451,22,1,490959313
1668603457,ORN_DM1_L,,ORN_DM1,Traced,265,167,1,1,168641777
1668689987,,,,Orphan,50,3,47,3,3982478
1668693630,,,,Traced,50,75,48,75,46632454
1668702600,,,,Traced,113,43,107,43,67431763
1668703133,,,,Orphan,5,7,2,3,4564321
1668711280,,,,Traced,4,10,4,8,5308994
1668719397,,,,Traced,2,6,2,6,2917510
1669043977,,,,Orphan,1,4,1,4,2531773
1669056800,,,,Traced,15,4,14,4,5865347
1669060814,,,,Traced,5,10,5,10,3347253
1669061077,,,,Traced,16,1,16,1,2944018
1669255212,LAL161(PVM03)_L,CL-L(c)1,LAL161,Traced,2086,865,378,93,867144227
1693802528,,,,Traced,190,116,26,1,167185397
1694289786,,,,Traced,1,5,1,5,3539484
1694293643,,,,Traced,4,3,4,3,1751640
1694294490,,,,Traced,19,13,10,7,16032036
1694587159,,,,Traced,85,112,68,91,119018229
1694635760,,,,Traced,4,3,4,3,2287809
1694638630,,,,Traced,2,4,2,4,2051182
1694639048,,,,Traced,7,3,1,2,10801614
1694833468,(AVM09)_L,,,Traced,285,472,56,1,1003695990
1694967770,,,,Traced,350,1,345,1,79644018
1694972409,,,,Traced,41,37,31,37,25070244
1694979761,,,,Traced,54,117,51,113,98256470
1695143944,LAL166_R,,LAL166,Traced,517,635,1,3,1028593021
1695187208,,,,Traced,119,595,3,1,681733934
1695295088,,,,Traced,51,60,51,60,46287080
1695308801,,,,Orphan,4,5,4,5,2504302
1695313425,,,,Traced,91,76,91,76,64650515
1695317566,,,,Traced,207,191,206,191,167636744
1695317705,,,,Traced,50,74,50,74,128887245
1695658775,,,,Traced,76,139,75,137,79143214
1695662075,,,,Traced,3,6,3,6,4435748
1695662119,,,,Traced,14,23,14,23,67766021
1695964624,,,,Traced,163,125,163,125,103977081
1695998908,,,,Traced,4,2,4,2,996930
1696300677,,,,Orphan,2,11,2,11,4818005
1696318540,,,,Traced,266,47,266,47,47836722
1696330804,,,,Traced,10,18,10,18,11749671
1696335635,,,,Traced,60,30,60,30,24028189
1696336447,,,,Traced,329,91,329,91,75364251
1696343882,,,,Traced,1,3,1,3,2762187
1696344245,,,,Traced,3,6,3,6,2488711
1696344404,,,,Traced,13,7,13,7,6870338
1696344565,,,,Traced,3,4,3,4,3317569
1696344765,,,,Orphan,16,1,16,1,4354935
1696344809,,,,Traced,1,4,1,4,2617334
1696638879,,,,Traced,79,108,58,60,98727376
1696665046,,,,Traced,34,127,34,127,85627498
1696672881,,,,Traced,40,38,40,38,27063573
1696676892,,,,Traced,23,89,23,89,57868316
1696676926,,,,Traced,254,2,254,2,73995463
1696685073,,,,Traced,21,99,21,99,57563459
1696978959,,,,Orphan,9,7,9,7,5510090
1697009329,,,,Traced,37,76,33,67,38860341
1697009884,,,,Traced,196,9,196,9,31102744
1697014286,,,,Traced,5,10,5,10,6571639
1697346604,,,,Traced,12,16,12,16,8353406
1697359849,,,,Traced,12,19,12,19,11235799
1697359910,,,,Traced,17,22,17,22,8773831
1697367877,,,,Orphan,6,2,6,2,1327943
1697368304,,,,Traced,9,31,9,31,17503887
1697673784,,,,Assign,4,3,4,3,1753570
1697674379,,,,Traced,87,71,86,71,48674094
1697705052,,,,Traced,36,15,36,15,15911677
1697708210,,,,Traced,1,6,1,6,3890981
1697708877,,,,Traced,3,7,3,7,2237271
1697708960,,,,Traced,99,94,99,94,61845623
1698010333,,,,Traced,16,12,16,12,9442085
1698010393,,,,Orphan,8,2,8,2,1328635
1698028767,,,,Orphan,8,2,8,2,3447789
1698031737,,,,Orphan,3,2,3,2,205114
1698031923,,,,Orphan,3,4,3,4,1231566
1698032763,,,,Traced,38,1,38,1,18450259
1698049104,,,,Traced,1,6,1,6,2858355
1698278105,ORN_DP1m_L,,ORN_DP1m,Traced,506,340,1,1,295962122
1698351480,,,,Traced,64,24,63,24,47988321
1698355976,,,,Traced,109,113,108,113,78256975
1698365439,,,,Traced,36,66,36,63,47547346
1698373669,,,,Traced,135,31,127,30,87544841
1698382637,,,,Traced,13,2,13,2,2553117
1698382648,,,,Traced,16,6,16,6,6742332
1698382833,,,,Traced,49,9,49,9,8255018
1698386081,,,,Traced,11,3,11,3,3968112
1698386195,,,,Traced,21,4,21,4,6723406
1698386288,,,,Traced,151,4,151,4,18495313
1698387628,,,,Traced,2,3,2,3,1166073
1698387711,,,,Traced,27,23,27,23,13972959
1698387776,,,,Traced,12,9,12,9,5514057
1698390476,,,,Traced,2,2,2,2,1207840
1698390848,,,,Traced,12,8,12,8,4619433
1698391070,,,,Traced,16,1,16,1,4455202
1698391211,,,,Traced,53,47,53,47,32919900
1698710434,,,,Traced,20,5,20,5,4838547
1698714571,,,,Traced,128,289,128,289,126819908
1698731224,,,,Orphan,1,2,1,2,122223
1698731953,,,,Traced,8,13,8,13,7877109
1698732085,,,,Traced,18,34,18,34,17608343
1698732125,,,,Traced,84,93,84,93,72096076
1698732307,,,,Traced,2,3,2,3,3192400
1698732339,,,,Traced,33,41,33,41,27388122
1698732535,,,,Traced,35,36,35,36,25795932
1698883154,(PVM09)_L?,,,Traced,309,785,4,1,615553602
1699047203,,,,Traced,35,26,35,26,14677195
1699051814,,,,Traced,134,96,134,96,46402237
1699059948,,,,Traced,12,14,12,14,7950596
1699068138,,,,Traced,35,26,35,26,17298348
1699069229,,,,Traced,146,137,146,137,67945136
1699069774,,,,Traced,2,4,2,4,2044762
1699396668,,,,Traced,6,20,6,15,8931593
1699397074,,,,Traced,6,50,5,39,29763564
1699401063,,,,Traced,42,3,39,3,8332589
1699401236,,,,Traced,92,166,92,166,69055465
1699409368,,,,Traced,53,26,53,26,14671497
1699409836,,,,Traced,33,21,33,21,13606942
1699410315,,,,Traced,2,3,2,3,3741153
1699414305,,,,Traced,31,138,31,138,55689219
1699582872,(PVM09)_L,,,Traced,1533,1003,198,57,909112575
1699738161,,,,Traced,7,4,1,2,67282046
1699750939,,,,Traced,10,10,10,10,8599910
1699961883,ORN_DL1_L,,ORN_DL1,Traced,42,33,1,1,44372110
1722906887,,,,Traced,217,7,73,1,135873882
1723251668,,,,Traced,89,15,31,6,64849774
1723852574,VES057_R,,VES057,Traced,1524,274,64,212,988971873
1724633275,,,,Traced,44,7,5,2,54194202
1724979407,,,,Traced,28,75,15,48,51471098
1724983307,,,,Traced,2,4,2,1,1948991
1724983400,,,,Traced,3,21,3,21,11145992
1724984192,,,,Traced,3,10,3,7,6168186
1725276977,,,,Traced,87,160,49,71,111405290
1725320804,,,,Traced,30,35,11,14,29228852
1725325325,,,,Traced,33,32,17,18,24874228
1725328869,,,,Traced,1,4,1,4,2773083
1725329227,,,,Traced,13,7,9,5,6163967
1725329347,,,,Traced,3,2,3,2,1519791
1725330030,,,,Traced,1,2,1,2,1506157
1725334024,,,,Traced,5,7,3,7,4874697
1725666300,,,,Traced,101,31,98,25,42222625
1725666805,,,,Traced,29,1,25,1,8675824
1725666841,,,,Traced,76,168,34,80,216442472
1725670757,,,,Traced,46,47,10,11,33470339
1725671281,,,,Traced,27,34,12,14,24723304
1725673602,,,,Traced,1,8,1,8,3477436
1725675145,,,,Traced,22,2,22,2,5438409
1725985432,,,,Traced,244,15,182,8,36091466
1725993720,,,,Traced,32,119,32,119,101594764
1725993825,,,,Traced,24,54,19,46,36869044
1726007085,,,,Traced,11,1,11,1,3799435
1726011825,,,,Traced,86,93,63,75,81053307
1726308502,,,,Orphan,1,5,1,5,4947290
1726316748,,,,Traced,16,182,9,115,199328376
1726322243,,,,Traced,129,19,50,1,57034199
1726326570,,,,Traced,26,79,26,79,30873916
1726356427,,,,Traced,62,76,59,63,104647924
1726676544,,,,Assign,2,2,2,2,885939
1726680554,,,,Traced,54,130,49,115,87545189
1726684842,,,,Traced,33,56,33,56,27215845
1726689313,,,,Traced,84,80,84,80,99202537
1726692364,,,,Traced,97,69,97,69,57829794
1726693565,,,,Traced,62,114,58,104,92810361
1726694135,,,,Traced,248,107,242,101,111462759
1726696858,,,,Traced,98,158,83,146,91209317
1726697167,,,,Traced,2,4,2,4,70941005
1726697169,,,,Traced,79,148,69,132,84094642
1726697399,,,,Traced,11,21,11,21,23777752
1726995622,,,,Traced,22,2,22,2,7110795
1726999816,,,,Traced,10,50,10,50,19327318
1727030483,,,,Traced,91,145,76,119,112092146
1727034742,,,,Traced,56,25,44,16,27373607
1727037953,,,,Traced,24,48,24,48,31109010
1727038494,,,,Traced,34,41,34,41,33572660
1727038766,,,,Traced,52,76,51,73,54375330
1727038847,,,,Traced,2,7,2,7,3636946
1727362746,,,,Traced,13,50,13,50,29117173
1727375672,,,,Traced,24,5,24,5,7072748
1727379836,,,,Traced,2,15,2,15,7687881
1727672525,,,,Orphan,13,3,13,3,4449918
1727708217,,,,Traced,10,12,10,12,8438789
1728023367,,,,Traced,57,89,56,87,58167989
1728023706,,,,Traced,30,43,26,43,30845560
1728048982,,,,Orphan,1,2,1,2,832784
1728061048,,,,Traced,2,4,2,4,2867111
1728368566,,,,Traced,178,16,101,9,89559016
1728385069,,,,Assign,8,2,8,2,1581224
1728394120,,,,Traced,144,28,144,28,41527499
1728398234,,,,Traced,39,3,39,3,14090577
1728403004,,,,Traced,5,3,5,3,1632833
1728403220,,,,Traced,3,2,3,2,2524352
1728704960,,,,Traced,21,19,21,19,8958159
1728709013,,,,Traced,42,75,42,75,33255896
1728709631,,,,Traced,134,208,102,167,201595579
1728718097,,,,Traced,184,240,140,180,237822478
1728738991,,,,Traced,16,4,16,4,8243704
1728739816,,,,Traced,7,5,7,5,4275382
1728739874,,,,Traced,8,2,8,2,2638198
1729050677,,,,Traced,18,4,18,4,7405825
1729063549,,,,Traced,79,176,79,176,107099911
1729067082,,,,Traced,27,11,27,11,14045167
1729080941,,,,Traced,25,24,25,24,11913527
1729084550,,,,Traced,6,3,6,3,2875984
1729084621,,,,Traced,9,2,9,2,1657543
1729399976,,,,Traced,95,8,95,8,27452737
1729400111,,,,Traced,39,30,39,30,19654153
1729404331,,,,Traced,73,19,61,15,27387369
1729408584,,,,Traced,68,124,68,124,72101094
1729413071,,,,Traced,23,9,22,9,8448846
1729413241,,,,Traced,65,130,65,130,78502215
1729421136,,,,Traced,5,2,5,2,1555545
1729421572,,,,Traced,65,17,65,17,32393405
1729422093,,,,Traced,29,3,29,3,16777496
1729425063,,,,Traced,12,3,12,3,2395429
1729425582,,,,Traced,11,2,11,2,3645104
1729425887,,,,Traced,10,7,10,7,5279599
1729426016,,,,Traced,5,7,5,7,3808115
1729426022,,,,Traced,2,7,2,7,3354398
1729426051,,,,Traced,61,19,61,19,14729413
1729749700,,,,Traced,18,1,18,1,6517008
1729750018,,,,Traced,73,57,73,57,28663073
1729753732,,,,Traced,21,6,21,6,9563799
1729759070,,,,Traced,26,113,26,113,47740773
1729762884,,,,Traced,7,3,7,3,2505058
1729763268,,,,Traced,93,71,93,71,50681027
1729763319,,,,Traced,27,23,27,23,18954040
1729766415,,,,Traced,4,3,4,3,1837912
1729766438,,,,Traced,34,45,34,45,22671635
1729766978,,,,Traced,11,3,11,3,4579180
1729767045,,,,Traced,55,52,55,51,33572041
1729767137,,,,Traced,1,4,1,4,1987909
1729767183,,,,Traced,6,3,6,3,2888376
1729935421,LAL172(PVM03)_L,,LAL172,Traced,1573,856,135,4,774767517
1730090578,,,,Orphan,7,3,7,3,1839944
1730099300,,,,Traced,29,12,29,12,7375388
1730099307,,,,Traced,89,72,89,72,38224409
1730102938,,,,Traced,7,4,7,4,4582477
1730104018,,,,Traced,69,30,65,30,26320465
1730104257,,,,Traced,31,38,31,38,25908909
1730107507,,,,Traced,4,9,4,9,4854682
1730107997,,,,Traced,2,14,2,14,8402709
1730108003,,,,Traced,38,2,38,2,6746366
1730108056,,,,Traced,3,2,3,2,1898348
1730108195,,,,Traced,9,7,9,7,4527045
1730444083,,,,Traced,49,69,47,68,48631489
1730444106,,,,Traced,9,22,9,22,11169604
1730444350,,,,Traced,7,3,7,3,1978118
1730444794,,,,Traced,26,10,26,10,12975049
1753596256,,,,Traced,765,37,306,12,265061214
1754632862,,,,Traced,46,83,5,7,82101718
1754960501,,,,Traced,18,12,5,4,16550563
1755860078,LAL124_R,,LAL124,Traced,2434,332,18,56,1320886997
1755884170,(PVM09)_L,,,Traced,388,345,186,46,414538149
1755971011,,,,Orphan,6,3,6,3,2633912
1756018659,,,,Traced,45,17,38,12,13393306
1756018716,,,,Traced,34,14,1,2,14537790
1756023587,,,,Traced,18,7,1,3,5389284
1756023998,,,,Traced,64,13,28,4,10252563
1756024257,,,,Traced,20,13,9,13,7501235
1756320214,,,,Traced,26,16,26,16,15945975
1756320665,,,,Traced,41,127,13,42,98185218
1756346373,,,,Orphan,3,3,3,3,2547004
1756363346,,,,Traced,1,6,1,6,2433036
1756363446,,,,Traced,9,4,6,4,1949271
1756363614,,,,Traced,18,51,3,16,41485017
1756364488,,,,Traced,9,5,8,3,2757883
1756678244,(PDM27)_L,,,Traced,746,37,510,33,717336010
1756678709,,,,Orphan,13,5,13,5,3454095
1756705516,,,,Traced,12,29,10,18,13932478
1756705745,,,,Traced,45,40,25,8,33735785
1756705905,,,,Traced,12,10,3,4,7220747
1756708744,,,,Traced,3,20,3,20,13367565
1756709471,,,,Traced,20,1,20,1,4854160
1756869802,LAL117_R,,LAL117,Traced,389,81,23,37,477662707
1757007601,,,,Traced,101,35,92,32,39012663
1757015783,,,,Traced,35,7,30,7,11325723
1757033282,,,,Traced,32,83,15,48,40248875
1757033530,,,,Traced,29,60,22,29,35692422
1757049390,,,,Traced,3,2,3,2,1906689
1757349018,,,,Orphan,37,16,37,16,7038956
1757353075,,,,Traced,34,1,34,1,2801910
1757360702,,,,Traced,21,45,21,45,17050912
1757361545,,,,Traced,135,143,78,94,82208822
1757383050,,,,Traced,146,16,134,14,29318476
1757383271,,,,Traced,81,16,73,10,41602479
1757391269,,,,Traced,7,3,6,2,11925514
1757391437,,,,Traced,3,4,3,4,932540
1757702340,,,,Traced,36,1,36,1,5312800
1757710933,,,,Traced,34,110,30,85,75513768
1757714586,,,,Orphan,22,6,22,6,3103168
1757715199,,,,Traced,24,4,24,4,9188991
1757716006,,,,Traced,73,136,73,116,89304636
1757723940,,,,Traced,19,20,19,20,14702357
1757723975,,,,Traced,14,102,12,66,62452744
1757728445,,,,Traced,24,25,24,25,14414524
1757731563,,,,Traced,4,2,4,2,5128138
1757732030,,,,Traced,2,3,2,3,5627161
1757732237,,,,Traced,52,140,39,100,82638081
1757732386,,,,Traced,15,21,15,21,19487550
1757732428,,,,Traced,3,2,3,2,31590636
1757732685,,,,Traced,3,5,3,5,11605042
1757732691,,,,Traced,3,3,3,3,8101204
1758039138,,,,Traced,21,2,21,2,6668609
1758039251,,,,Traced,34,40,34,40,26403076
1758044424,,,,Traced,79,52,79,49,31937447
1758069319,,,,Traced,12,8,12,8,5298117
1758069798,,,,Traced,7,6,7,6,2321562
1758072662,,,,Traced,12,1,12,1,5611947
1758073198,,,,Traced,3,3,3,3,7630036
1758073653,,,,Traced,13,22,13,22,21717917
1758384647,,,,Orphan,4,2,4,2,539579
1758384762,,,,Traced,4,2,4,2,3438278
1758397719,,,,Traced,32,13,32,13,11738870
1758401578,,,,Traced,29,12,27,10,16927777
1758401682,,,,Traced,38,94,25,66,55959153
1758401805,,,,Traced,47,5,46,5,12878775
1758405465,,,,Traced,37,8,37,8,8095815
1758406381,,,,Traced,3,5,3,5,3532064
1759057178,,,,Traced,81,111,81,111,71244616
1759058687,,,,Traced,30,42,25,37,32197336
1759078610,,,,Traced,8,50,8,50,28588912
1759083914,,,,Traced,84,77,84,77,43961025
1759084312,,,,Traced,7,72,7,72,54287348
1759087231,,,,Traced,33,1,33,1,3588505
1759087390,,,,Traced,131,13,131,13,31781433
1759402636,,,,Traced,65,16,65,16,19467785
1759437460,,,,Traced,3,3,3,3,2221883
1759757941,,,,Traced,113,17,113,17,25178017
1759774682,,,,Traced,9,6,9,6,3217786
1759778212,,,,Traced,51,73,51,73,43593290
1759778644,,,,Traced,6,26,6,26,11507416
1760089353,,,,Traced,44,28,44,28,16978709
1760093868,,,,Traced,5,5,5,5,3302828
1760115309,,,,Traced,25,2,25,2,3751482
1760115607,,,,Traced,38,3,38,3,6333052
1760119802,,,,Traced,2,4,2,4,4340183
1760318324,LAL173_R,,LAL173,Traced,1594,176,28,20,581733341
1760434927,,,,Traced,23,32,23,32,25667416
1760435404,,,,Traced,9,21,9,21,12709930
1760439646,,,,Traced,54,18,54,18,24176806
1760452317,,,,Traced,69,1,69,1,11355483
1760452728,,,,Orphan,31,2,31,2,2253298
1760456134,,,,Traced,17,10,17,10,8356033
1760456202,,,,Traced,3,7,3,7,2723998
1760456577,,,,Traced,48,11,46,11,12344509
1760456729,,,,Traced,10,11,10,11,5654365
1760460341,,,,Traced,59,9,59,9,7824233
1760460545,,,,Traced,5,13,5,13,5719487
1760460783,,,,Traced,33,14,33,14,9318360
1760662977,,,,Traced,90,416,3,19,354022217
1760780376,,,,Traced,7,20,7,20,11487151
1760784633,,,,Traced,79,23,75,23,29898669
1760785249,,,,Traced,13,13,13,13,6318260
1760793286,,,,Traced,16,14,16,14,12129419
1760797386,,,,Traced,24,7,24,7,5415715
1760797884,,,,Traced,15,10,15,10,5177596
1760798004,,,,Traced,4,4,4,4,2015421
1760798065,,,,Traced,185,1,185,1,28573023
1760798090,,,,Traced,24,10,24,10,13020816
1760801046,,,,Traced,1,4,1,4,3436840
1760801626,,,,Traced,14,7,14,7,3459522
1760801708,,,,Traced,5,21,5,21,11614665
1760802118,,,,Traced,5,4,5,4,2188687
1760802138,,,,Traced,20,9,20,9,10813896
1760802216,,,,Traced,97,117,91,111,61357887
1761126080,,,,Traced,15,15,15,15,9680564
1761133685,,,,Traced,7,10,7,10,3773644
1761138762,,,,Traced,47,26,47,26,15079470
1761141973,,,,Traced,15,1,15,1,2251058
1761142672,,,,Traced,5,5,5,5,3609636
1761143098,,,,Traced,4,10,4,10,5997348
1761143099,,,,Traced,4,4,4,4,4589237
1761143106,,,,Traced,7,4,7,4,2011624
1761328259,,,,Traced,462,288,10,10,326715837
1779696775,LAL084(AVM09)_L,SpVeL-LSpIp(c)2,LAL084,Traced,515,990,342,1,1622938985
1785996193,,,,Traced,138,7,84,2,21586922
1786344904,,,,Traced,99,15,48,1,28231007
1786346229,,,,Traced,21,33,3,7,15683820
1786669428,,,,Orphan,29,10,28,4,10156323
1786695036,,,,Traced,20,42,16,25,29310391
1786712192,,,,Traced,13,9,10,5,3976975
1787006265,,,,Traced,131,40,95,31,32113840
1787014158,,,,Orphan,1,4,1,4,3470818
1787058098,,,,Traced,12,15,4,2,15775431
1787390514,,,,Traced,23,34,23,31,15620671
1787398982,,,,Traced,37,80,2,3,100161814
1787399177,,,,Traced,37,53,15,18,26201188
1787399263,,,,Traced,10,18,5,13,9730672
1787402708,,,,Traced,7,2,5,2,1632455
1787657447,,,,Traced,180,242,19,14,341534275
1787661944,,,,Traced,65,2,6,2,38629137
1787692504,,,,Traced,32,32,12,9,19579520
1787696747,,,,Orphan,15,1,10,1,6534257
1787727104,,,,Traced,30,69,25,57,38637718
1787727412,,,,Traced,95,131,90,120,76377992
1787731512,,,,Traced,40,41,33,38,25307855
1787735554,,,,Traced,43,32,43,32,12487152
1787735595,,,,Traced,11,23,8,22,12254081
1787739346,,,,Traced,18,35,18,35,17893909
1787739958,,,,Traced,30,47,6,11,34608959
1787740229,,,,Traced,6,12,6,12,5843008
1787740265,,,,Traced,30,97,19,46,61019942
1787744084,,,,Assign,2,2,2,2,542316
1787744280,,,,Traced,2,3,2,3,1142231
1787744315,,,,Traced,3,4,3,4,2218287
1787744416,,,,Traced,18,2,18,2,4937580
1787998190,PS232(PVM03)_L,,PS232,Traced,693,748,181,1,1014751524
1788063483,,,,Orphan,2,5,2,5,2537342
1788063766,,,,Traced,8,17,8,17,15032549
1788071945,,,,Traced,22,49,22,49,20504290
1788072482,,,,Traced,22,1,22,1,4293757
1788077485,,,,Traced,9,70,8,53,36099247
1788080584,,,,Traced,68,11,68,11,30533744
1788085391,,,,Traced,15,4,15,4,6026067
1788382258,,,,Traced,25,5,25,5,9815787
1788391115,,,,Traced,64,69,64,69,29845874
1788391116,,,,Traced,58,8,58,8,8996676
1788391644,,,,Traced,57,41,57,41,24114733
1788400471,,,,Traced,48,12,48,12,18267597
1788409169,,,,Traced,31,2,31,2,14791368
1788417810,,,,Traced,33,106,26,65,67810338
1788426220,,,,Traced,4,45,4,45,29126387
1788733174,,,,Traced,77,8,52,6,41986332
1788742171,,,,Orphan,4,3,4,3,1745051
1788749299,,,,Orphan,12,2,12,2,1151253
1788749607,,,,Traced,67,1,67,1,18270933
1788763630,,,,Traced,27,11,27,11,8295517
1788766733,,,,Traced,1,2,1,2,4543340
1788767141,,,,Traced,43,42,43,42,50929835
1788767390,,,,Traced,26,31,26,31,26880713
